artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
Jason W Gill,Objects in Motion,rock,https://jasonwgill.bandcamp.com/album/objects-in-motion,newfoundland,52.4,1,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029df4d12363a4abd2b1ecaab5,2aN1sOx3ndNt6cdC0YTdQF,20p3KKC1h8tCNsqvVnLpR7
Cobra Queen,Get Stitches,rock,https://cobraqueen.bandcamp.com/album/get-stitches,toronto,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022630d255e3e533826d122346,22mzyYO2ISSWgsSm6D7xbI,2VYj4yxitdSkOFbdLb8yAK
Scratch Nasty,"Hong Kong Outtakes, Vol. 3",rock,https://scratchnastymusic.bandcamp.com/album/hong-kong-outtakes-vol-3,toronto,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b685f0faf85cd37aa364bd26,09oy6hYuV5hsmRZfKZID0P,503iUVZ8mO4K9Vu3ToAhjU
L'Ordre de l'Infiniment Nada,L'après-monde,ambient,https://ordrenada.bandcamp.com/album/lapr-s-monde,montreal,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02250db82d4aa617b55359dce3,5bPlEvx0lDJ6ooXBGMynpA,6ZcF5Bj0hT6Iz4EFr61L7k
Various Artists,Turbo Century VII,,https://turborecordings.bandcamp.com/album/turbo-century-vii,montreal,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027bf078b529f73442600e08df,5dPckREbDNMmz4U9rACmBs,0LyfQWJT6nXafLPZqxe9Of
Al x hybridus,Exoplanète,electronic,https://alxhybridus.bandcamp.com/album/exoplan-te,montreal,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020bb76cdb7e197806a475b05c,7DQmd0aTbNFoiOiQQYJnvV,3fBiRviZ9dUAU24QwYVnWs
Jacob Earl,There Is A Line To Trace,electronic,https://jacobearl.bandcamp.com/album/there-is-a-line-to-trace,ottawa,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023a475c06499c18a588428710,7cD16MUgllS9VpLfYNAf0S,4rYkSiB1DWep8JehlTI5e2
Corduroy Moon,Gone for the Weekend,pop,https://corduroymoon.bandcamp.com/album/gone-for-the-weekend,ottawa,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d5053928ba79f46dd4559744,4bBB5dTUYRDw8FQvADGQd4,5JhugC1GjRGcJ2neCyxpx4
Adiktion,Bona Fide,electronic,https://adiktion.bandcamp.com/album/bona-fide,newfoundland,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e716ce6fbc7dc2c3107ac024,6LjqVmYrNvHH32X8761zdJ,6O9tGyc6UAslzRGoRTdwtZ
Waldo Poblano,Mothballs & Manifestos,rock,https://waldopoblano.bandcamp.com/album/mothballs-manifestos,edmonton,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025b5e2b2be4a6d9c18c8fa669,2YRmoS6orTZCQpfRMhqra2,6qCcJOreTTCg2Uy8GcacaU
Matthew Goodin,Nobody Sees Me Sneaking,rock,https://onetruematthewgoodin.bandcamp.com/album/nobody-sees-me-sneaking,edmonton,52.0,0,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02efcefc7ec40cd66ee23753ff,5D0rot3upg2IumUrc6hCXU,0OhBvTIk3E6U6hztTVSnBg
"Nocide, Narko, L4RRY",Sanoj EP,,https://alpakamuzik.bandcamp.com/album/sanoj-ep,montreal,51.4,1,2020-05-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028b55ab33fbcb5f45ffdcd729,2eNr8s4PEw3JraffAV01BM,2ggxurEw7Rt2GVXj9LC964
REAL SICKIES,Quarantined,punk,https://realsickies.bandcamp.com/album/quarantined,edmonton,51.4,16,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0210aa144e53b3bf466b7d4610,4g0HrWa2vzk3vEWtN3Xv0p,69zOtixHikb7pSLZGKYYRN
Ryan Hillier,No Excuses,folk,https://ryanhillier.bandcamp.com/album/no-excuses,newbrunswick,51.2,3,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022b7c4d6493bf8d301ffbed57,2ByQppmhU96j4DUAEuz8Cy,37OPXYeo75vf27Ed2sQWCC
Jake Ian,Half A Day Away,country,https://jakeianmusic.bandcamp.com/album/half-a-day-away,edmonton,51.0,0,2020-05-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027cd0b01d3dff93e0d374e917,0DFPXl7QtFzvoqxYNGTUro,64Vbvdmel5AydnOgIr0uQ9
AVRIG,AVRIENT,electronic,https://avrig.bandcamp.com/album/avrient,calgary,51.0,0,2020-05-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0264b9671adac9a9ae318bf4a2,6cEmkFb9Ar7zbqfyQrCM83,0ce20r5bGLivEdXdvn8yMR
Rabino,My Friends Love Me More,r&b/soul,https://rabino.bandcamp.com/album/my-friends-love-me-more,calgary,51.0,20,2020-05-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c2e7552a354020ac09ff7904,76RLF8JzecKCTAQlQFBdGt,52pVsY60ZFaVVWloypQPD3
Kola Papass,Psychotronik Matrix,electronic,https://kolapapass.bandcamp.com/album/psychotronik-matrix,montreal,50.8,2,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e7673cbb3348e024375d8dd4,0KeisSZO2bkH2A0XxwnQ9w,3ZqsW4Efx4acZ9Tf737ggB
Cpektir,Fleeting Visitant,electronic,https://cpektir.bandcamp.com/album/fleeting-visitant,edmonton,50.8,7,2020-05-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e62e2f06b7e3197023acc8d3,6x6XDjDgpeYPJCZVyJjQln,59jsHk59bzDs5mDMgGkPGd
Big Sproxx,Floral Chesterfields and Shaggy Carpets,hip-hop/rap,https://bigsproxx.bandcamp.com/album/floral-chesterfields-and-shaggy-carpets,toronto,50.4,6,2020-05-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b65cc980332908df162e8797,46LDVFWIUtSelAATJv8Lr8,1VbTgItwxUwsq1UMMhDzwb
v e n n,true colors,ambient,https://driftlabel.bandcamp.com/album/true-colors,calgary,50.4,31,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d4071421da9df949ef0e6d9f,2HipmxhA1VnF5NUipQ5XKa,7K80bdPzdWRFqAHBfk1cPi
Demarkus Lewis,Emotional Landslide,,https://nordictrax.bandcamp.com/album/emotional-landslide,vancouver,50.0,30,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02871e13bb949cf79ac2f59a82,5B8lIUgwBBB0gRIA2et2zQ,68fzfWiT3Mlyy93zT2mnyl
Shy Guise,"There, There, Hear, Hear",soundtrack,https://shyguise.bandcamp.com/album/there-there-hear-hear,vancouver,50.0,0,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02829a7426a5516cdfd78c129e,7Ia2bqpZt6TdpV9l27cHzo,4hNCwMPVjr16SNrPbQ7flL
hisimagination,2017,electronic,https://hisimagination.bandcamp.com/album/2017,victoria,50.0,0,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028794c1648ebfea94ebc8490f,5cSvpH3YWUKw9wR9OwUolF,2Nm48EjZxqrzF2WUAsJ2eq
Dangerous Goods Band,Covered in Isolation,rock,https://dgoods.bandcamp.com/album/covered-in-isolation,calgary,50.0,0,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028cd52e0986910c272c87f393,6k3DNwSnQY0ia2aFfVCukR,4bL2pGB3cY8G4k2QrSIezx
Miguiz,Illumination,alternative,https://miguiz.bandcamp.com/album/illumination,quebec,50.0,0,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e2cac8d6a3ff478e14809164,6Y73SYv44b6Tq7uaYkAxrN,7fsjcSs2JblHpsNttEC6GI
Zacarias,ISO,r&b/soul,https://justzacarias.bandcamp.com/album/iso,calgary,49.8,12,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020abda82858f7fc3a544cdee8,5GsRKiCuKs13FS9QEMW9eW,2A0u1Xlk4b9rkqgV4uatIT
Himalayan Bear,Factual Past,pop,https://himalayanbear.bandcamp.com/album/factual-past,victoria,49.4,6,2020-05-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0254c4de0df6bc7e63a449e341,73EfzUTu1iMjebQs7QXMa5,6wtwvlh0uyfW7OHymE2zPC
Ashby,"Beatdie Delites, Vol. 2 (The Soul)",hip-hop/rap,https://ashby17ish.bandcamp.com/album/beatdie-delites-vol-2-the-soul,vancouver,49.2,3,2020-05-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f4dfadb181523694c9b75e59,1Z7aQb6z40v2p5zamrc7fP,68RmLx0ZFEQbzY2aWLY0rm
David Disher,Orbital Decay,electronic,https://daviddisher.bandcamp.com/album/orbital-decay,ontario,49.0,0,2020-05-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0286d63c189824daadfa5af403,1cl2uws5Kn4K4kJ6vqWwMh,1vrh3oZieSCQNodqIzctnE
Trance Blackman,Polariser,rock,https://music.tranceblackman.com/album/polariser,britishcolumbia,48.8,2,2020-05-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e3df04021a9ae43c34a9c1c8,689B1FoE553bYXUawzU2Ox,4x4UQFPIPTownfIe0cAevK
David Myles,Leave Tonight,pop,https://davidmyles.bandcamp.com/album/leave-tonight,novascotia,48.6,44,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027251cd1f2598e7be5ea88607,2CxYp6X6TmO7QcK0qo2FTo,0C52ChHxEwG9E6Mi7Kmlkf
MIELS,Quarantaine Blues,rock,https://lesmiels.bandcamp.com/album/quarantaine-blues,montreal,48.2,8,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026182ef6e86d641f9766d0dbc,7rrizlEeWEHVC36FooTiVi,1T7DAgRWmzieWxeyEhBD8g
tkdwn.,loopdreams.,hip-hop/rap,https://tkdwn.bandcamp.com/album/loopdreams,edmonton,48.2,23,2020-05-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dd1791da001c6db51a2a4e27,4b15Opr1wXRtozGiolOaoJ,6nA0Sn4wDqpmdc5b6gcOtj
Matthew Flood,How Do You Sleep at Night?,rock,https://matthewflood.bandcamp.com/album/how-do-you-sleep-at-night,montreal,48.0,0,2020-05-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0253a2f57d209dfd040ebe6f1a,1ia0LjPA2yEwqc5YatSBsE,5eGRQW921KFnZPfRTsxT99
Busty and the Bass,Kids,jazz,https://bustyandthebass.bandcamp.com/album/kids,montreal,47.8,47,2020-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0262282be3032b9b784eff2d48,64OK2mjGWsIuvUrEEr1kmt,4XMc1qHObZ7aXQrH5MmbjK
BRAINiac,Amidst Everything,hip-hop/rap,https://thamaniac.bandcamp.com/album/amidst-everything,victoria,47.8,7,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f4ffe996b3a41abb36a44b1,0PRUVRTFBN52WuOjZajrTN,1o2YvczG6P6n82Tm20xSXT
Komah,'The Basket' EP,electronic,https://greasecoastrecords.bandcamp.com/album/the-basket-ep,novascotia,47.0,0,2020-05-24T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029f6a338dee19391b07edae66,5zlCN9qNqv4gfy4I1i0RGe,21c50JyBGIhBogwxphZ57R
Pennan Brae,2 Below 0,rock,https://pennanbrae.bandcamp.com/album/2-below-0,vancouver,46.6,34,2020-05-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d29bb7ccb13801fa65a106a7,7z2FWmcX54DCgP77t0IhD9,739if2Rc8xE80JwyU3aRcQ
House of the Future,Mirage,pop,https://houseofthefuture.bandcamp.com/album/mirage,vancouver,46.4,1,2020-05-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c90bc395857e868a48420e00,1wPUep2VfHr0nKzvjSuicd,5NQJkN9n4IfgU18Lst7xLV
Les Soniques,Les Soniques,alternative,https://lessoniques.bandcamp.com/album/les-soniques-2,montreal,46.2,3,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02df09f3785ff26fbfe1b7b9bf,2AayAy6Ds2kJQqUuE6GyLa,3jOUftBWBdIWd3VMRqAsws
Simpson Brothers Band,Boarding Pass,country,https://simpsonbrothersband.bandcamp.com/album/boarding-pass,vancouver,46.2,3,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ab657fb19823e88df8f907ba,39pweJCPFtBVmORAo34hI6,0Jv56p89khxfi81cLf6F0m
Fuzzilla,Exile on Sesame St.,alternative,https://fuzzzilla.bandcamp.com/album/exile-on-sesame-st,ottawa,46.0,0,2020-05-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f2d5265ec757a4440e4bc19c,6DyMO7AzV9Sg3s0JBEuAzr,0YPnxVLhL9M2URG1ckSRwm
Faux Plums,Trendy/Tromsø,alternative,https://fauxplums.bandcamp.com/album/trendy-troms,vancouver,45.8,2,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cc812f3ad0d91689e8e22a21,5a0qYbh053zonpCPvtiFlB,3c4IFIYr9VWVgIhbjiWHDv
Cameron Park,Myopia,alternative,https://cameronpark.bandcamp.com/album/myopia-2,vancouver,45.4,1,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023aeca933db3aceca09a97bbf,79fZhg5x0YJMALiygYYNWp,26HKvd8bXJ1n9XnvhgaaAV
Drunken Angels!,The Endless Resolution,rock,https://drunkenangels.bandcamp.com/album/the-endless-resolution,newfoundland,45.4,1,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ec3acea55d2a9deefec93289,2E8Ib8r6HCZitiHk7lrFbE,4toJnU3UCoH7M24aPiwtRh
The Glen and Joe Show,Insect Intelligence,electronic,https://theglenandjoeshow.bandcamp.com/album/insect-intelligence,vancouver,45.0,0,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0214e6256c29dc085104416350,1pgYVGpKZPMCuw7UrjuRzA,7gqC2D1nZIlz9P3coziUdA
DELICATESSY,DELICATESSY_1,alternative,https://delicatessy.bandcamp.com/album/delicatessy-1,vancouver,45.0,0,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a1c1df71241332dfde9e1f30,2I6y52KpuF4aB5Enysfhwj,08kDCxBZ871P27XFx8tcqT
Dan Tremblay,Illuminant Passage,ambient,https://dantremblay.bandcamp.com/album/illuminant-passage,ottawa,45.0,0,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0236fade4d94067cef02f745d1,4FwZtwBfYZsPsE6ZlhFsqz,16bKDJq0aG9k0W3N0y1qqe
Ron Falcone Band,Fatty Lumpkin,alternative,https://ira-abbott.bandcamp.com/album/fatty-lumpkin,ottawa,45.0,0,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021e5c7902f0bdd248a26b5418,3aMIyvBvSuJgj2y39HGZhv,5sx0RyJjJP0LwsTy9Hbpoj
Waldo Poblano,Eye of the Needle,rock,https://waldopoblano.bandcamp.com/album/eye-of-the-needle,edmonton,45.0,0,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028a8304de2321e6b16c8422fa,1ix3X7A784U3jzdBXkKQr0,6qCcJOreTTCg2Uy8GcacaU
Len Bowen,Flow Nostalgic,hip-hop/rap,https://fourthquarterrecords.bandcamp.com/album/flow-nostalgic,manitoba,45.0,10,2020-05-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0249e6b95c2af53c91fdaa5a45,7lx9Eawoi6v8KsRnmrMIPr,2sfbk36hgmTVV9RZlBRWiM
The Indio Project,Next...,rock,https://indios6.bandcamp.com/album/next,alberta,45.0,0,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020abd7ec6153bd7aea6e6c740,4XaCv86yJTjGgR2LLdYB3L,62KqDluum8Ht5GTIp4QQGl
Dokkodo Sounds,Mt. Kita,,https://inneroceanrecords.bandcamp.com/album/mt-kita,calgary,44.6,34,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0297f77706e92bab93735315b1,6LEAAJjaQDPzSxwy6pKHTs,2mNcyUGwbsOjIkhzMv7aHo
Tiny Desk,tellurian chants from the apocalypse zone EP,alternative,https://tinydesk.bandcamp.com/album/tellurian-chants-from-the-apocalypse-zone-ep,edmonton,44.4,1,2020-05-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025fab30ff978b59e7276bbc88,3yb4GMEUnIlvuDknWDS6rd,618fJVZeTOHmtt86fqeOQw
SHELLEY,WEEPER,rock,https://shelley.bandcamp.com/album/weeper,novascotia,44.0,0,2020-05-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ba6f35568194054e7fa0733e,3nxuY84CGbbXpHpdAv5tM3,7pv7K0LbW2zQ6BsUBs7cbi
Die Scum Inc.,Flight of the Infinite,electronic,https://diescuminc.bandcamp.com/album/flight-of-the-infinite,calgary,44.0,15,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02438cb0010b84cebf480382ad,0X9JmtPqih1Jj3e1iG9IP8,0U87EzljNwDEAwhMHoUA3j
Charlie Dreaming,Meditation [Spirit Cleanse],ambient,https://driftlabel.bandcamp.com/album/meditation-spirit-cleanse,calgary,44.0,50,2020-05-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f43de88d2d5b94452f970216,1aVkN4wiMMJ9zR7mQGlShL,2RK3yBP8NFH1CLOEj0BIAM
PUP,Anaphylaxis,rock,https://puptheband.bandcamp.com/album/anaphylaxis,toronto,43.6,59,2020-04-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f60f3856b4a741ee335a7094,5SH4FPOyMUYOgfNSjvD2Kf,6A7uqgC2N1nUhrCLAytHxN
Big Sproxx,Murderville Instrumentals,hip-hop/rap,https://bigsproxx.bandcamp.com/album/murderville-instrumentals,toronto,43.4,6,2020-05-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024ee4614a6153ab6d3fc357a4,6sM7IjjgrCC7HziIuONGkO,1VbTgItwxUwsq1UMMhDzwb
Ryan Resmer,You I Adore,pop,https://ryanresmer.bandcamp.com/album/you-i-adore,toronto,43.0,0,2020-05-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0204532cf3e2ffe26f2a4ff627,5mm4lWzCHoQ2CNRLcfpAby,6GVF8eU0oIdVP2k3qOxHBn
WordSong,A Story,electronic,https://wordsong.bandcamp.com/album/a-story,pei,43.0,0,2020-05-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022970070294b3946730776d79,5yQvzsd2LY5HSEQmYvkLe5,3w4MusJGviHjACEMM4l6Hp
pooched,scraps,punk,https://pooched.bandcamp.com/album/scraps,victoria,42.8,2,2020-05-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0220e09a0c738ca592ffb90acd,6eAe5jiBI1HYzTxPrD10e3,2HLugw5uXQMhUhf5VMbZz4
Andrea Cormier,Creatures of Illusion,folk,https://andreacormier.bandcamp.com/album/creatures-of-illusion,novascotia,42.6,29,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d6df61a69031fb857e70a021,5evKIfqd2VPgm51bppVzly,289n75xwCPSyBNwuleNU3S
The Royal Foundry,Okay?,alternative,https://theroyalfoundry.bandcamp.com/album/okay,alberta,42.6,29,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028e6ef801ff329715db5b7947,1BOETUQcWGXyZ7sfXYkVWt,7w7g3NoDd7yITLuPp8kmfg
Rory Taillon,Drifting,alternative,https://rorytaillon.bandcamp.com/album/drifting,ottawa,41.4,6,2020-05-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026ff343b49e2903173b53cc2d,2dOMkNfSC5VeabqFuBzNhD,6oQjB1aCEXR7pLYQznS1c9
Swayze,St. Angry,punk,https://swayzelives.bandcamp.com/album/st-angry,saskatchewan,41.2,8,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0261613df9a7ea55de70f8e62f,0bWdHEtmHlxITVujmGcks6,6eah8g2CXNFkiwhalTdo8V
Long Time No Time,Big Time (Live at the National Music Centre),funk,https://longtimenotime.bandcamp.com/album/big-time-live-at-the-national-music-centre,calgary,41.2,8,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027e8f56ae1a217e1eefebc47d,5txE8cf231S2ty6I53Zdl3,5hbggnZGRv0poUQUFUHT3g
Sean Davis Newton,Nobody Lives There,folk,https://seandavisnewton.bandcamp.com/album/nobody-lives-there,edmonton,41.0,0,2020-05-18T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e3c6055b2432ea372b2f9a9b,4w8YzrmIkXItlXFSKIJSdX,7edYSdMv3UoGFkXl3XA6lZ
Doubt It,Dang It,rock,https://doubtit.bandcamp.com/album/dang-it,saskatchewan,40.8,7,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024e1501631b2f5a4d37586930,0gbHk07kqPFTOA8KW5BXdF,79Vza82ZVYnJIPXhxj3kSV
Atomik Circus,"Urban Beatz, Vol. 2",electronic,https://atomikcircus.bandcamp.com/album/urban-beatz-vol-2,calgary,40.8,7,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021680d9f8524a5568bbdb8cd3,6PRcSyBQgZifzM2E1sJAKa,23SHrE5UDgvEomWnrjhZBM
Acidulé,Retro Sessions,electronic,https://rossocorsarecords.bandcamp.com/album/retro-sessions,victoria,40.4,16,2020-05-11T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025b8b3186dad6aabc71f23e85,3rM35wxObUVqde7bszXcDc,7KLdBDe6T5awJVvGtaHrFB
Winter Hour,You Made A Shadow,alternative,https://winterhour.bandcamp.com/album/you-made-a-shadow,manitoba,40.0,5,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02af6b98c307f575de3831171e,3U0I0BJLNCbeAAYXX02lrT,5aUVyN0X9U9Vqzi7MDFhNv
FlynnFoil,In Arms of Fire,rock,https://flynnfoil.bandcamp.com/album/in-arms-of-fire,newbrunswick,39.2,3,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023190a074b9648a46a923035f,7rGxoeD5olcbPy267mN14D,3ipfR3PUiAvKd3JrYf3j0N
Wesley Wilson and the Ghosts,A Soundtrack to falling down stairs,alternative,https://wesleywilsonandtheghosts.bandcamp.com/album/a-soundtrack-to-falling-down-stairs,calgary,39.2,3,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02044c9e25a0cbf5ef7998238c,1980RHGUj1S5vaW9y0GrUG,41lGJoSNtEpmFoKJf3ahkc
GUT BALLOON,From the Gut!,folk,https://gbloon.bandcamp.com/album/from-the-gut,saskatchewan,39.0,0,2020-05-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c94e449c5a5fb7a22c8825b4,7aPjIf5maaPjUwZqkkWRiV,5h52N4RB6KH7mnqZGifyll
Connor Parsons,Flag,alternative,https://connorparsons.bandcamp.com/album/flag,newfoundland,39.0,0,2020-05-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02dd13b3a54a7083aee8c77f2e,2dWJkHdbmGDKlP1rEgKj6H,339OIvZYG79H0G5GBnDXnb
James Parrott,Approaching the Event Horizon,ambient,https://jamesparrott.bandcamp.com/album/approaching-the-event-horizon,edmonton,39.0,0,2020-05-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f220273dac7cf76ebe0d7f3e,04cNqDYJSwCZ57CaEDpMFi,74KQyjYqv4mz3IpFz97dQ6
old blood,Reckless Calm,rock,https://oldblood.bandcamp.com/album/reckless-calm,novascotia,38.8,2,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ff25333fbb38720873b39a78,23GK6TwyWji31S0bx4CXpM,6C0v6oHT9KUUPXtvQDyFLX
SEVEN SNAKES,Repossessed,rock,https://sevensnakes1.bandcamp.com/album/repossessed,ottawa,38.8,2,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bd2cf5e5f5faa429381931e6,2vgw2En7Q8hR76tdpesizn,5qW0NyYpdI1WfNkveev1DX
Bongani,Weave,electronic,https://techgnosisrecords.bandcamp.com/album/weave,newbrunswick,38.6,9,2020-05-12T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026c44b7a59bac7c1eb2d6a466,6YIS9pnyuxFTSroMb8mST9,1sSqm7AALxtRhdkv4NlpsK
Echo Pilot,The Spiral Out Sessions,electronic,https://echopilotdub.bandcamp.com/album/the-spiral-out-sessions,victoria,38.4,1,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02487089a62154b4a4712c6dfb,0tWuduo9ewaScmbPhOWwcs,5ntFJEFu5rrzpvFn6LsUYx
MANDELBAUMS,The Timeless Art of Seduction,punk,https://mandelbaums.bandcamp.com/album/the-timeless-art-of-seduction,victoria,38.4,1,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028686dcced5599245e78aa602,0SXW6csKPFPS3GVSKtdZTt,5cEnVS5Q0W9ae83V2jzgZ3
Mike Haggith,If Ever Comes The Day,alternative,https://mikehaggith.bandcamp.com/album/if-ever-comes-the-day,manitoba,38.4,1,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c6a593692915e7afe24dc3d8,2xsQUZ3BEangonUmPryCMy,6n7woXTewKDodjIbU1AneJ
Ellison Scott,Stay In The Sun,rock,https://ellisonscott.bandcamp.com/album/stay-in-the-sun,novascotia,38.0,0,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0248959933fd815d54fce6c546,71B436IOHOQmIlydLNek0j,04Ny3HseaCGsdim3WpnPWb
Evan Dempster,Letters from the Other Side,alternative,https://evandempster.bandcamp.com/album/letters-from-the-other-side,novascotia,38.0,0,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b7bcbb7205d397e1e75e3c2f,4tXP21xqk8PiZcByW5ztl5,1kKz6CUSU7fQmarJ8eGvTN
My Friend PJ,South Carolina,rock,https://myfriendpj.bandcamp.com/album/south-carolina,ottawa,38.0,0,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a461a0343e9290600db55c2a,2gxIstJO9k1bSXtMm75hq4,1mGHeCSPyeuTydrd53GDlz
Cave Blood,Earth Extractions,ambient,https://caveblood.bandcamp.com/album/earth-extractions,victoria,38.0,0,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e5efb1b60f71fbee86a1477a,2LzPNXotoYlv1W7VwYa3Lp,3DrJuFOC6SyFKjnevxo0uQ
POSTNAMERS,IMIM,pop,https://postnamers.bandcamp.com/album/imim,calgary,38.0,0,2020-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bc68e739acd19b4c7261c2ca,7uHdCGtlX9HEZc637auQO4,0jMLvOO2RQRR7AmMkOMuu7
Joe Nolan,Drifters,alternative,https://joenolan1.bandcamp.com/album/drifters,edmonton,37.4,16,2020-05-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02310457e5edfedd4c8bd2a286,6nj86QaLXQusZaPgtodLxg,7ajETDkOUrymjKQQIUDKUo
